method, of, time, sol
exact, 4234.707999999837, 110.50886464118958, 85.0 75.0 91.0 87.0 84.0 91.0 96.0 77.0 74.0 80.0 90.0 100.0 77.0 79.0 90.0 94.0 85.0 78.0 76.0 88.0 89.0 89.0
