method, of, sol, time
heu, 4224.273, [ 83  82  92 106  78  87 100  95  92 102  80  98  94  79  75  89 101  86
  97  99  97 106], 99.06485629081726
exact, 4476.980999999458, [77.0, 81.0, 91.0, 115.0, 77.0, 91.0, 100.0, 89.0, 90.0, 107.0, 82.0, 95.0, 96.0, 73.0, 81.0, 81.0, 97.0, 88.0, 87.0, 104.0, 97.0, 106.0], 34.34564232826233
